formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C8H20N6O4	[M + H]+	C8H21N6O4+	Alkaloids	0.464	Pseudoalkaloids (transamidation)	0.223	Imidazole alkaloids	0.154	Organoheterocyclic compounds	0.908	Azoles	0.611	Imidazoles	0.717	Substituted imidazoles	0.749	N-substituted imidazoles	0.696	Organic compounds; Organoheterocyclic compounds; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.161	39	0.644	816974040839996741	816973400894042540	816973400894042539	96	
1	C10H22N2O4	[M + H]+	C10H23N2O4+	Amino acids and Peptides	0.927	Small peptides	0.932	Aminoacids	0.713	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.926	Amino acids and derivatives	0.925	Amino acids	0.943	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	235.164	39	0.646	816974034095553921	816973400986317233	816973400982122928	98	
1	C10H16BN5O3	[M + H]+	C10H17BN5O3+	Amino acids and Peptides	0.307	Small peptides	0.487	Pinane monoterpenoids	0.199	Organic acids and derivatives	0.799	Carboxylic acids and derivatives	0.394	Amino acids, peptides, and analogues	0.544	Amino acids and derivatives	0.541	Amino acids and derivatives	0.541	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Organometallic compounds; Monoalkylamines; Boronic acid derivatives; Organometalloid compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.147	39	0.649	816974018748591312	816973401091174838	816973401091174837	99	
1	C12H24N2O7	[M + H]+	C12H25N2O7+	Amino acids and Peptides	0.790	Aminosugars and aminoglycosides	0.707	Aminoacids	0.664	Organic acids and derivatives	0.968	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.957	Amino acids and derivatives	0.958	Alpha amino acids	0.895	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	309.164	39	0.652	816974017305750250	816973401175060923	816973401175060922	100	
1	C11H22N2O7	[M + H]+	C11H23N2O7+	Amino acids and Peptides	0.960	Small peptides	0.959	Aminoacids	0.494	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.955	Amino acids and derivatives	0.954	N-acyl-alpha amino acids	0.557	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	295.149	39	0.653	816974023416853104	816973401242169792	816973401237975487	101	
1	C12H11Cl7O5	[M + K]+	C12H11Cl7KO5+	Polyketides	0.717	Phenolic acids (C6-C1)	0.375	Simple phenolic acids	0.250	Benzenoids	0.774	Benzene and substituted derivatives	0.771	Benzoic acids and derivatives	0.422	Halobenzoic acids and derivatives	0.515	3-halobenzoic acids and derivatives	0.588	Organic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Vinyl halides; Halobenzoic acids and derivatives; 3-halobenzoic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	518.806	40	0.667	816974014701086312	816973401313472965	816973401313472964	114	
1	C5H3N2O3PS4	[M + Na]+	C5H3N2NaO3PS4+	Alkaloids	0.334	Histidine alkaloids	0.186	Imidazole alkaloids	0.187	Organoheterocyclic compounds	0.995	Azoles	0.854	Thiazoles	0.502			Thiazoles	0.502	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.865	40	0.669	816974013077889861	816973401409941962	816973401405747657	124	
1	C8H7Cl8O6PS	[M + H]+	C8H8Cl8O6PS+	Shikimates and Phenylpropanoids	0.119	Phenolic acids (C6-C1)	0.034	Simple phenolic acids	0.062	Benzenoids	0.921	Benzene and substituted derivatives	0.922	Halobenzenes	0.947	Chlorobenzenes	0.941	Dichlorobenzenes	0.704	Organic compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organic thiophosphoric acids and derivatives; Organochlorides; Thiophosphoric acid esters; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	542.730	41	0.691	816974006484441470	816973401854538211	816973401850343906	174	
1	C11H7Cl8O7PS2	[M + H]+	C11H8Cl8O7PS2+	Polyketides	0.241	Aromatic polyketides	0.063	Simple phenolic acids	0.043	Benzenoids	0.992	Benzene and substituted derivatives	0.956	Benzenesulfonyl compounds	0.673			Benzenesulfonyl compounds	0.673	Organic compounds; Organosulfur compounds; Halobenzenes; Phenols; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Dichlorobenzenes; Chlorophenols; M-chlorophenols; O-chlorophenols; P-chlorophenols; Aryl halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; Phenoxy compounds; Chemical entities	626.691	42	0.693	816974032354917268	816973402122973682	816973402118779377	185	
1	C12H24FO11PS	[M + K]+	C12H24FKO11PS+	Carbohydrates	0.859	Amino acid glycosides	0.260	Cyclitols	0.135	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.970	Monosaccharides	0.958	Hexoses	0.714	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Monothioacetals; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	465.039	44	0.727	816974019126078842	816973402206859767	816973402206859766	226	
1	C5H12N2O4	[M + K]+	C5H12KN2O4+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Alpha amino acids	0.976	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.044	44	0.741	816974024339600218	816973402374631937	816973402374631936	235	
1	C10H19NO7	[M + H]+	C10H20NO7+	Carbohydrates	0.908	Aminosugars and aminoglycosides	0.907	Aminosugars	0.919	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.916	Monosaccharides	0.775	Monosaccharides	0.775	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Polyols; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.122	46	0.770	816974014650754627	816973403104440883	816973403104440882	270	
1	C8H8N6O5	[M + Na]+	C8H8N6NaO5+	Alkaloids	0.500	Small peptides	0.325	Purine alkaloids	0.337	Organic 1,3-dipolar compounds	0.986	Allyl-type 1,3-dipolar organic compounds	0.987	Organic nitro compounds	0.988	C-nitro compounds	0.984	Nitroaromatic compounds	0.975	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Substituted imidazoles; N-substituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	291.047	48	0.802	816974010351591191	816973403674866267	816973403674866266	301	
1	C5H12O11	[M + H]+	C5H13O11+	Carbohydrates	0.926	Saccharides	0.915	Monosaccharides	0.571	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.968	Monosaccharides	0.893	Monosaccharides	0.893	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Sugar alcohols; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	249.042	50	0.826	816974011135926316	816973403830055525	816973403830055524	306	
1	C4H9NO4	[M + H]+	C4H10NO4+	Amino acids and Peptides	0.980	Small peptides	0.973	Aminoacids	0.983	Organic acids and derivatives	0.980	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.828	Amino acids and derivatives	0.828	Alpha amino acids	0.637	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	136.061	51	0.855	816974023005811217	816973403964273263	816973403960078958	287	
1	C10H20N4O7S2	[M + Na]+	C10H20N4NaO7S2+	Carbohydrates	0.793	Nucleosides	0.273	Aminoglycosides	0.267	Organosulfur compounds	0.908	Thioacetals	0.480	Monothioacetals	0.513			Monothioacetals	0.513	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Monothioacetals; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	395.066	52	0.870	816974026457724386	816973404039770740	816973404039770739	317	
1	C17H16O11	[M + H]+	C17H17O11+	Shikimates and Phenylpropanoids	0.895	Flavonoids	0.695	Flavonols	0.626	Phenylpropanoids and polyketides	0.807	Flavonoids	0.633	Hydroxyflavonoids	0.593	5-hydroxyflavonoids	0.679	5-hydroxyflavonoids	0.679	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Carboxylic acids; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	397.076	52	0.872	816974060863609244	816973404123656825	816973404123656824	312	
1	C3H7N5O	[M + Na]+	C3H7N5NaO+	Alkaloids	0.946	Pseudoalkaloids (transamidation)	0.627	Purine alkaloids	0.799	Organoheterocyclic compounds	0.900	Heteroaromatic compounds	0.834					Heteroaromatic compounds	0.834	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.056	53	0.877	816974014432650716	816973404274651779	816973404266263170	315	
1	C10H19N5O3	[M + Na]+	C10H19N5NaO3+	Amino acids and Peptides	0.737	Small peptides	0.887	Aminoacids	0.281	Organic acids and derivatives	0.675	Carboxylic acids and derivatives	0.747	Amino acids, peptides, and analogues	0.587	Amino acids and derivatives	0.585	Amino acids and derivatives	0.585	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.137	54	0.902	816974013270827946	816973404492755602	816973404484366993	325	
1	C10H22N2O5	[M + H]+	C10H23N2O5+	Amino acids and Peptides	0.958	Small peptides	0.954	Aminoacids	0.860	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.965	Amino acids and derivatives	0.965	Amino acids	0.963	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.159	54	0.903	816974021311311919	816973404606001815	816973404601807510	326	
1	C8H8N6O5	[M + Na]+	C8H8N6NaO5+	Alkaloids	0.571	Small peptides	0.318	Purine alkaloids	0.326	Organic 1,3-dipolar compounds	0.992	Allyl-type 1,3-dipolar organic compounds	0.993	Organic nitro compounds	0.994	C-nitro compounds	0.992	Nitroaromatic compounds	0.987	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Substituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	291.047	54	0.908	816974011165286465	816973404681499292	816973404681499291	336	
