formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
3	C4H13NP2	[M + H]+	C4H14NP2+	Fatty acids	0.650	Fatty acyls	0.808	Pyridine alkaloids	0.023	Organophosphorus compounds	0.782							Organophosphorus compounds	0.782	Organic compounds; Organophosphorus compounds; Hydrocarbon derivatives; Chemical entities	138.059	51	0.846	816964636849987508	816964171512919703	816964171512919702	271	
1	C8H11NO3	[M + H]+	C8H12NO3+	Alkaloids	0.999	Nicotinic acid alkaloids	0.999	Pyridine alkaloids	0.999	Organoheterocyclic compounds	0.999	Pyridines and derivatives	0.984	Pyridoxines	0.918			Pyridoxines	0.918	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pyridoxines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	170.080	54	0.899	816964667845900037	816964171793938086	816964171793938085	282	
2	C5H5N5O	[M + H]+	C5H6N5O+	Alkaloids	0.979	Pseudoalkaloids (transamidation)	0.872	Purine alkaloids	0.958	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.875	Purines and purine derivatives	0.649			Purines and purine derivatives	0.649	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.056	54	0.905	816964697281530441	816964172007847600	816964172007847599	286	
2	C11H21NO7	[M + H]+	C11H22NO7+	Amino acids and Peptides	0.546	Small peptides	0.646	Aminoacids	0.718	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Alpha amino acids	0.985	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Hydroxy acids and derivatives; Amino fatty acids; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Dialkylamines; Alpha amino acids; Amines; Secondary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.138	55	0.910	816964643581846822	816964172267894458	816964172267894457	290	
1	C5H4N4O	[M + H]+	C5H5N4O+	Alkaloids	0.954	Pseudoalkaloids (transamidation)	0.868	Purine alkaloids	0.961	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.935	Purines and purine derivatives	0.923	Purinones	0.887	6-oxopurines	0.768	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.045	58	0.961	816964640444506849	816964172645381838	816964172645381837	314	
1	C9H11NO3	[M + H]+	C9H12NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Tyrosine and derivatives	0.790	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	182.080	58	0.961	816964700465007748	816964172746045139	816964172746045138	315	
9	C10H24N2O8S2	[M + H]+	C10H25N2O8S2+	Amino acids and Peptides	0.349	Amino acid glycosides	0.517	Fatty alcohols	0.435	Organic acids and derivatives	0.768	Organic sulfuric acids and derivatives	0.515					Organic sulfuric acids and derivatives	0.515	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	365.104	58	0.966	816964674200271743	816964172850902744	816964172850902743	320	
1	C14H21NO6	[M + H]+	C14H22NO6+	Alkaloids	0.423	Tyrosine alkaloids	0.518	Phenylethylamines	0.384	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.972	Monosaccharides	0.907	Hexoses	0.645	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Phenethylamines; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Alkanolamines; Aralkylamines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	300.143	58	0.972	816964640037659253	816964172918011613	816964172918011612	317	
2	C8H15N2O9P	[M + K]+	C8H15KN2O9P+	Carbohydrates	0.978	Aminosugars and aminoglycosides	0.511	Aminosugars	0.228	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.957	Amino acids, peptides, and analogues	0.793	Amino acids and derivatives	0.792	Alpha amino acids and derivatives	0.698	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Carboxylic acids; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353.015	59	0.976	816964727673463604	816964173123532519	816964173123532518	313	
2	C15H18O8	[M + H3N + H]+	C15H22NO8+	Shikimates and Phenylpropanoids	0.751	Phloroglucinols	0.383	Acyl phloroglucinols	0.508	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.997	Glycosyl compounds	0.969	Phenolic glycosides	0.886	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	344.133	59	0.982	816964700402093146	816964173215807212	816964173215807211	321	
3	C8H16N2O6S	[M + Na]+	C8H16N2NaO6S+	Amino acids and Peptides	0.893	Small peptides	0.922	Aminoacids	0.721	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.557	Amino acids, peptides, and analogues	0.599	Amino acids and derivatives	0.599	Alpha amino acids	0.803	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291.063	59	0.986	816964676922375675	816964173404550902	816964173404550901	301	
1	C5H4N4O2	[M + H]+	C5H5N4O2+	Alkaloids	0.998	Pseudoalkaloids (transamidation)	0.999	Purine alkaloids	1.000	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.957	Purines and purine derivatives	0.954	Xanthines	0.954	Xanthines	0.954	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	153.040	59	0.991	816964659444707381	816964173501019899	816964173501019898	325	
3	C7H8O9S	[M + Na]+	C7H8NaO9S+	Fatty acids	0.303	Fatty Acids and Conjugates	0.263	Simple phenolic acids	0.214	Organic acids and derivatives	0.998	Organic sulfuric acids and derivatives	0.741	Sulfuric acid esters	0.577			Sulfuric acid esters	0.577	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Sulfuric acid esters; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	290.978	60	1.006	816964663827755881	816964173605877504	816964173601683199	335	
10	C11H9FN2OS	[M + K]+	C11H9FKN2OS+	Alkaloids	0.852	Histidine alkaloids	0.039	Imidazole alkaloids	0.040	Benzenoids	0.999	Phenol ethers	0.944	Anisoles	0.867			Anisoles	0.867	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Alkyl aryl ethers; Anisoles; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Thioethers; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Alkylarylthioethers; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	275.006	61	1.013	816964716269147780	816964173706540805	816964173706540804	339	
6	C8H24O4Si3	[M + H]+	C8H25O4Si3+	Fatty acids	0.978	Fatty acyls	0.896	Fatty alcohols	0.970	Organic oxygen compounds	0.997	Organooxygen compounds	0.984	Alcohols and polyols	0.833	Secondary alcohols	0.544	Secondary alcohols	0.544	Organic compounds; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	269.106	62	1.041	816964719159024190	816964173899478799	816964173899478798	347	
2	C10H13N5O4	[M + H]+	C10H14N5O4+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.994	Purine nucleosides	0.980					Purine nucleosides	0.980	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	268.103	63	1.042	816964649361598946	816964173995947796	816964173995947795	344	
1	C14H15NO9	[M + K]+	C14H15KNO9+	Amino acids and Peptides	0.619	Amino acid glycosides	0.827	Cyanogenic glycosides	0.737	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.935	Sugar acids and derivatives	0.766	O-glucuronides	0.635	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	380.039	64	1.059	816964661080486201	816964174306326307	816964174306326306	349	
1	C10H13N5O5	[M + H]+	C10H14N5O5+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.980	Purine nucleosides	0.952					Purine nucleosides	0.952	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.098	64	1.063	816964653249719469	816964174440544040	816964174415378215	351	
2	C29H33N9O	[M + Na]+	C29H33N9NaO+	Alkaloids	0.875	Pseudoalkaloids (transamidation)	0.119	Pyrrole alkaloids	0.048	Organoheterocyclic compounds	0.990	Diazines	0.608	Pyrimidines and pyrimidine derivatives	0.527	Aminopyrimidines and derivatives	0.524	Aminopyrimidines and derivatives	0.524	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	546.274	66	1.098	816964656907153092	816964174650259250	816964174650259249	359	
15	C22H31NO6S	[M + H]+	C22H32NO6S+	Amino acids and Peptides	0.905	Macrolides	0.745	3-Spirotetramic acids	0.052	Organoheterocyclic compounds	0.921	Lactams	0.532					Lactams	0.532	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Ketones; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	438.196	67	1.114	816964707196866739	816964174763505463	816964174763505462	346	
