formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C10H5Br3ClFO5	[M + K]+	C10H5Br3ClFKO5+	Polyketides	0.666	Phenolic acids (C6-C1)	0.273	Simple phenolic acids	0.156	Benzenoids	0.992	Benzene and substituted derivatives	0.946	Benzoic acids and derivatives	0.911	Benzoic acid esters	0.674	Benzoic acid esters	0.674	Organic compounds; Halobenzenes; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl bromides; Aryl chlorides; Carboxylic acid derivatives; Bromobenzenes; Chlorobenzenes; Carboxylic acid esters; Benzoic acid esters; Organobromides; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; Aryl halides; Vinyl halides; Halobenzoic acids and derivatives; 2-halobenzoic acids and derivatives; 3-halobenzoic acids and derivatives; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	534.699	42	0.698	816964700045577178	816964168325248513	816964168325248512	167	
1	C9H10Br2Cl6N2O5S	[M + H]+	C9H11Br2Cl6N2O5S+	Alkaloids	0.661	Proline alkaloids	0.205	Pyrrole alkaloids	0.205	Organohalogen compounds	1.000	Aryl halides	0.813					Aryl halides	0.813	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Sulfonyls; Organobromides; Organochlorides; Aryl halides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	626.690	42	0.706	816964643384714479	816964168765650453	816964168732096020	182	
1	C8H7Cl8O6PS	[M + H]+	C8H8Cl8O6PS+	Shikimates and Phenylpropanoids	0.119	Phenolic acids (C6-C1)	0.034	Simple phenolic acids	0.062	Benzenoids	0.921	Benzene and substituted derivatives	0.922	Halobenzenes	0.947	Chlorobenzenes	0.941	Dichlorobenzenes	0.704	Organic compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organic thiophosphoric acids and derivatives; Organochlorides; Thiophosphoric acid esters; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	542.729	42	0.707	816964636887736263	816964168878896666	816964168878896665	184	
1	C14H9Br2Cl5O5	[M + K]+	C14H9Br2Cl5KO5+	Polyketides	0.881	Aromatic polyketides	0.419	Depsides and depsidones	0.382	Benzenoids	0.994	Benzene and substituted derivatives	0.926	Benzoic acids and derivatives	0.587	Halobenzoic acids and derivatives	0.555	3-halobenzoic acids and derivatives	0.687	Organic compounds; Halobenzenes; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl bromides; Aryl chlorides; Carboxylic acid derivatives; Bromobenzenes; Chlorobenzenes; Carboxylic acid esters; Organobromides; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Dichlorobenzenes; Bromophenols; Chlorophenols; O-bromophenols; O-chlorophenols; Aryl halides; Halobenzoic acids and derivatives; 3-halobenzoic acids and derivatives; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	628.689	43	0.709	816964646278784899	816964169088611876	816964169088611875	186	
1	C12H12Cl12O6	[M + K]+	C12H12Cl12KO6+	Polyketides	0.717	Fatty Acids and Conjugates	0.258	Halogenated fatty acids	0.247	Benzenoids	0.344	Benzene and substituted derivatives	0.454	Halobenzenes	0.658	Chlorobenzenes	0.528	Chlorobenzenes	0.528	Organic compounds; Halobenzenes; Alcohols and polyols; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Chlorobenzenes; Organochlorides; Halohydrins; Chlorohydrins; Aryl halides; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	710.651	43	0.714	816964667330000540	816964169210246697	816964169210246696	190	
1	C17H9Br3FNO4	[M + K]+	C17H9Br3FKNO4+	Shikimates and Phenylpropanoids	0.913	Coumarins	0.801	Simple coumarins	0.806	Phenylpropanoids and polyketides	0.652	Coumarins and derivatives	0.598					Coumarins and derivatives	0.598	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Lactones; Pyrans; Benzopyrans; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Pyranones and derivatives; Aryl bromides; Aryl fluorides; Carboxylic acid derivatives; Bromobenzenes; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organobromides; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	585.771	44	0.728	816964646031320879	816964169319298606	816964169319298605	201	
1	C12H22N2O11Si2	[M + K]+	C12H22KN2O11Si2+	Carbohydrates	0.998	Aminosugars and aminoglycosides	0.892	Aminosugars	0.816	Organic acids and derivatives	0.897	Carboxylic acids and derivatives	0.825	Amino acids, peptides, and analogues	0.581	Amino acids and derivatives	0.579	Amino acids	0.534	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	465.039	45	0.742	816964693531822163	816964169419961907	816964169419961906	210	
1	C9H10O5	[M + Na]+	C9H10NaO5+	Polyketides	0.355	Phenolic acids (C6-C1)	0.425	Simple phenolic acids	0.539	Organic acids and derivatives	0.920	Carboxylic acids and derivatives	0.877	Carboxylic acids	0.749			Carboxylic acids	0.749	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	221.041	45	0.750	816964689761142237	816964169524819512	816964169524819511	213	
1	C17H18Br4N4O5	[M + H]+	C17H19Br4N4O5+	Alkaloids	0.852	Ornithine alkaloids	0.904	Polyamines	0.827	Organic acids and derivatives	0.932	Carboxylic acids and derivatives	0.847	Amino acids, peptides, and analogues	0.516	Amino acids and derivatives	0.518	Amino acids and derivatives	0.518	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alkyl aryl ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Oximes; Carboxylic acid amides; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Organobromides; Secondary carboxylic acid amides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	674.808	49	0.820	816964659310489614	816964170816665204	816964170816665203	253	
1	C8H10P	[M + H]+	C8H11P+	Fatty acids	0.248	Fatty acyls	0.322	Oxygenated hydrocarbons	0.016	Benzenoids	0.959	Benzene and substituted derivatives	0.882					Benzene and substituted derivatives	0.882	Organic compounds; Organophosphorus compounds; Benzene and substituted derivatives; Benzenoids; Phosphacyclic compounds; Hydrocarbon derivatives; Chemical entities	138.059	51	0.846	816964636849987506	816964171512919703	816964171512919702	271	
1	C8H11NO3	[M + H]+	C8H12NO3+	Alkaloids	0.999	Nicotinic acid alkaloids	0.999	Pyridine alkaloids	0.999	Organoheterocyclic compounds	0.999	Pyridines and derivatives	0.984	Pyridoxines	0.918			Pyridoxines	0.918	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pyridoxines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	170.080	54	0.899	816964667845900037	816964171793938086	816964171793938085	282	
1	C3H7N5O	[M + Na]+	C3H7N5NaO+	Alkaloids	0.951	Pseudoalkaloids (transamidation)	0.388	Purine alkaloids	0.580	Organoheterocyclic compounds	0.802	Heteroaromatic compounds	0.625					Heteroaromatic compounds	0.625	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.056	54	0.905	816964697281530440	816964172007847600	816964172007847599	286	
1	C10H19N5O3	[M + Na]+	C10H19N5NaO3+	Amino acids and Peptides	0.924	Small peptides	0.968	Aminoacids	0.592	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.970	Amino acids and derivatives	0.969	Alpha amino acids	0.721	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.138	55	0.910	816964643581846821	816964172267894458	816964172267894457	290	
1	C2H10N6O4	[M + H]+	C2H11N6O4+	Amino acids and Peptides	0.961	Small peptides	0.914	Aminoacids	0.914	Organic acids and derivatives	0.988	Carboxylic acids and derivatives	0.965	Amino acids, peptides, and analogues	0.828	Amino acids and derivatives	0.821	Alpha amino acids	0.666	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	183.085	57	0.948	816964632798289214	816964172473415364	816964172473415363	306	
1	C5H4N4O	[M + H]+	C5H5N4O+	Alkaloids	0.954	Pseudoalkaloids (transamidation)	0.868	Purine alkaloids	0.961	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.935	Purines and purine derivatives	0.923	Purinones	0.887	6-oxopurines	0.768	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.045	58	0.961	816964640444506849	816964172645381838	816964172645381837	314	
1	C9H11NO3	[M + H]+	C9H12NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Tyrosine and derivatives	0.790	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	182.080	58	0.961	816964700465007748	816964172746045139	816964172746045138	315	
1	C14H21NO6	[M + H]+	C14H22NO6+	Alkaloids	0.423	Tyrosine alkaloids	0.518	Phenylethylamines	0.384	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.972	Monosaccharides	0.907	Hexoses	0.645	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Phenethylamines; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Alkanolamines; Aralkylamines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	300.143	58	0.972	816964640037659253	816964172918011613	816964172918011612	317	
1	C9H15ClN2O8	[M + K]+	C9H15ClKN2O8+	Carbohydrates	0.963	Aminosugars and aminoglycosides	0.659	Pyrimidine nucleosides	0.308	Organic oxygen compounds	1.000	Organooxygen compounds	0.987	Carbohydrates and carbohydrate conjugates	0.773	Glycosyl compounds	0.524	Glycosyl compounds	0.524	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Nitrosoureas; Organochlorides; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Nitrosamides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Organic N-nitroso compounds; Chemical entities	353.015	59	0.976	816964727673463603	816964173123532519	816964173123532518	313	
1	C15H21NO8	[M + H]+	C15H22NO8+	Amino acids and Peptides	0.471	Small peptides	0.137	Dipeptides	0.163	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.985	Amino acids and derivatives	0.984	Tyrosine and derivatives	0.859	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; N-acyl-alpha amino acids; Benzenoids; Amines; Phenylpropanoic acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	344.133	59	0.982	816964700402093145	816964173215807212	816964173215807211	321	
1	C7H12F2N2O8	[M + H]+	C7H13F2N2O8+	Carbohydrates	0.988	Aminosugars and aminoglycosides	0.758	Aminosugars	0.489	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.620			Carbohydrates and carbohydrate conjugates	0.620	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291.063	59	0.986	816964676922375673	816964173404550902	816964173404550901	301	
1	C5H4N4O2	[M + H]+	C5H5N4O2+	Alkaloids	0.998	Pseudoalkaloids (transamidation)	0.999	Purine alkaloids	1.000	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.957	Purines and purine derivatives	0.954	Xanthines	0.954	Xanthines	0.954	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	153.040	59	0.991	816964659444707381	816964173501019899	816964173501019898	325	
1	C3H8O14	[M + Na]+	C3H8NaO14+	Fatty acids	0.937	Saccharides	0.750	Fatty alcohols	0.593	Organic oxygen compounds	1.000	Organooxygen compounds	0.998	Carbohydrates and carbohydrate conjugates	0.911	Monosaccharides	0.766	Monosaccharides	0.766	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Sugar alcohols; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	290.978	60	1.006	816964663827755879	816964173605877504	816964173601683199	335	
