formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C12H27NO2	[M + H]+	C12H28NO2+	Fatty acids	0.900	Spingolipids	0.137	Sphingoid bases	0.411	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.970	Alkanolamines	0.764	1,2-aminoalcohols	0.598	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	218.210	324	5.393	816700069136694904	816699049132206259	816699049128011954	819	
1	C17H33N3O3	[M + H]+	C17H34N3O3+	Alkaloids	0.256	Ornithine alkaloids	0.192	Polyamines	0.030	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.963	Amino acids, peptides, and analogues	0.902	Amino acids and derivatives	0.898	Amino acids and derivatives	0.898	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328.258	333	5.556	816700084051665170	816699050138839445	816699050138839444	843	
3	C11H24O2	[M + Na]+	C11H24NaO2+	Fatty acids	0.986	Fatty acyls	0.963	Fatty alcohols	0.985	Lipids and lipid-like molecules	0.705	Fatty Acyls	0.727	Fatty alcohols	0.527			Fatty alcohols	0.527	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	211.168	334	5.567	816700084659839666	816699050587630021	816699050587630020	850	
2	C28H48N6O11	[M + H]+	C28H49N6O11+	Carbohydrates	0.764	Nucleosides	0.713	Purine nucleosides	0.460	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.568			Carbohydrates and carbohydrate conjugates	0.568	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	645.343	337	5.616	816700085679056159	816699050998671882	816699050998671881	855	
3	C28H48N6O11	[M + Na]+	C28H48N6NaO11+	Amino acids and Peptides	0.918	Oligopeptides	0.988	Lipopeptides	0.612	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.991	Peptides	0.716	Oligopeptides	0.622	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Serine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	667.325	337	5.620	816700085058298775	816699051078363669	816699051078363668	858	
10	C15H30O11Si	[M + H]+	C15H31O11Si+	Fatty acids	0.531	Fatty acyl glycosides	0.748	Fatty acyl glycosides of mono- and disaccharides	0.440	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.978	Glycosyl compounds	0.844	O-glycosyl compounds	0.849	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	415.162	338	5.630	816700089399409062	816699051166444062	816699051166444061	862	
2	C9H16N4	[M + Na]+	C9H16N4Na+	Alkaloids	0.950	Guanidine alkaloids	0.222	Tricyclic guanidine alkaloids	0.165	Organoheterocyclic compounds	0.622	Azacyclic compounds	0.649					Azacyclic compounds	0.649	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	203.127	338	5.635	816700084051665182	816699051460045517	816699051460045516	869	
1	C24H44N4O4	[M + H]+	C24H45N4O4+	Amino acids and Peptides	0.921	Small peptides	0.463	Tripeptides	0.357	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.975	Amino acids, peptides, and analogues	0.801	Amino acids and derivatives	0.774	Alpha amino acid amides	0.642	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	453.342	342	5.704	816700088283723541	816699051967557143	816699051967557142	882	
3	C29H43N5O5	[M + K]+	C29H43KN5O5+	Amino acids and Peptides	0.991	Oligopeptides	0.928	Tripeptides	0.498	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.991	Peptides	0.850	Peptides	0.850	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	580.293	345	5.757	816700112828797695	816699052462485040	816699052462485039	899	
5	C21H39N11O7	[M + H]+	C21H40N11O7+	Amino acids and Peptides	0.856	Oligopeptides	0.940	Linear peptides	0.777	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.922	Peptides	0.716	Peptides	0.716	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	558.311	345	5.758	816700096210959167	816699052554759733	816699052550565428	900	
2	C32H57N3O5	[M + Na]+	C32H57N3NaO5+	Amino acids and Peptides	0.934	Oligopeptides	0.966	Microcolins and mirabimids	0.475	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.947	Amino acids and derivatives	0.936	Alpha amino acid amides	0.570	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	586.422	349	5.813	816700102452086074	816699052999355990	816699052995161685	914	
2	C25H60N8O4	[M + K]+	C25H60KN8O4+	Amino acids and Peptides	0.831	Oligopeptides	0.458	Linear peptides	0.681	Organic acids and derivatives	0.953	Carboxylic acids and derivatives	0.883	Amino acids, peptides, and analogues	0.950	Peptides	0.542	Peptides	0.542	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	575.432	349	5.815	816700102053626938	816699053108407899	816699053108407898	911	
1	C23H44N4O4	[M + H]+	C23H45N4O4+	Amino acids and Peptides	0.969	Small peptides	0.886	Tripeptides	0.774	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.972	Amino acids and derivatives	0.967	N-acyl-alpha amino acids and derivatives	0.669	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	441.342	350	5.827	816700098475884052	816699053406203498	816699053406203497	919	
1	C30H55N5O5	[M + H]+	C30H56N5O5+	Amino acids and Peptides	0.987	Small peptides	0.519	Tripeptides	0.704	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.986	Peptides	0.780	Dipeptides	0.510	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	566.426	350	5.841	816700101743248254	816699053657861755	816699053657861754	923	
2	C27H34O11	[M + H]+	C27H35O11+	Terpenoids	0.323	Lignans	0.291	Depsides and depsidones	0.261	Benzenoids	0.800	Benzene and substituted derivatives	0.536					Benzene and substituted derivatives	0.536	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	535.217	356	5.937	816700101252514450	816699054295396057	816699054295396056	939	
1	C27H34O11	[M + Na]+	C27H34NaO11+	Terpenoids	0.633	Triterpenoids	0.334	Limonoids	0.180	Benzenoids	0.578							Benzenoids	0.578	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	557.199	356	5.940	816700109464965147	816699054404447966	816699054404447965	940	
2	C24H46N2O6	[M + H]+	C24H47N2O6+	Amino acids and Peptides	0.199	Macrolides	0.126	Pyrrolizidine alkaloids	0.084	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.873	Amino acids and derivatives	0.872	Amino acids and derivatives	0.872	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	459.346	357	5.952	816700103253198614	816699055297834723	816699055297834722	946	
3	C16H26N6O4	[M + H]+	C16H27N6O4+	Amino acids and Peptides	0.581	Small peptides	0.536	Purine nucleosides	0.244	Benzenoids	0.509	Benzene and substituted derivatives	0.640					Benzene and substituted derivatives	0.640	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	367.210	362	6.037	816700107292314932	816699056002477876	816699056002477874	978	
1	C30H55N5O5	[M + H]+	C30H56N5O5+	Amino acids and Peptides	0.985	Small peptides	0.609	Tripeptides	0.684	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.987	Peptides	0.794	Dipeptides	0.653	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	566.426	363	6.043	816700106784803955	816699056098946879	816699056098946878	972	
1	C22H38N4O7	[M + Na]+	C22H38N4NaO7+	Amino acids and Peptides	0.999	Small peptides	0.987	Tripeptides	0.760	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.993	Oligopeptides	0.911	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	493.261	363	6.044	816700103634880506	816699056187027269	816699056187027268	975	
1	C18H33N3O3	[M + H]+	C18H34N3O3+	Amino acids and Peptides	0.942	Small peptides	0.970	Tripeptides	0.714	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.968	Amino acids and derivatives	0.964	N-acyl-alpha amino acids and derivatives	0.849	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	340.258	363	6.048	816700105643952983	816699056916836340	816699056916836339	983	
1	C7H10BN3O3	[M + H]+	C7H11BN3O3+	Amino acids and Peptides	0.233	Small peptides	0.285	Pinane monoterpenoids	0.258	Organic acids and derivatives	0.772	Boronic acid derivatives	0.682	Boronic acids	0.715			Boronic acids	0.715	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	195.092	363	6.051	816700105186773667	816699057382404141	816699057378209836	953	
1	C22H38N4O7	[M + H]+	C22H39N4O7+	Amino acids and Peptides	0.992	Small peptides	0.941	Tripeptides	0.906	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.994	Peptides	0.978	Oligopeptides	0.926	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	471.280	363	6.052	816700107359423841	816699057529204895	816699057529204892	993	
1	C19H36N6O4	[M + H]+	C19H37N6O4+	Amino acids and Peptides	0.992	Small peptides	0.940	Tripeptides	0.935	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.988	Amino acids, peptides, and analogues	0.989	Peptides	0.855	Dipeptides	0.616	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	413.287	364	6.071	816700110807142768	816699063724192089	816699063724192088	998	
2	C5H12N6O	[M + Na]+	C5H12N6NaO+	Alkaloids	0.608	Histidine alkaloids	0.190	Imidazole alkaloids	0.187	Organoheterocyclic compounds	0.947	Azoles	0.766					Azoles	0.766	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Carboxylic acid hydrazides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	195.097	365	6.085	816700111822164525	816699064282034572	816699064282034571	1004	
1	C18H33N3O3	[M + H]+	C18H34N3O3+	Amino acids and Peptides	0.985	Small peptides	0.983	Tripeptides	0.895	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	N-acyl-alpha amino acids and derivatives	0.884	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	340.258	366	6.096	816700114523297028	816699064382697883	816699064378503578	1031	
1	C17H30N6O2	[M + H]+	C17H31N6O2+	Alkaloids	0.696	Pseudoalkaloids (transamidation)	0.073	Purine alkaloids	0.062	Organoheterocyclic compounds	0.999	Oxazinanes	0.970	Morpholines	0.975			Morpholines	0.975	Organic compounds; Organoheterocyclic compounds; Oxazinanes; Ethers; Organonitrogen compounds; Organooxygen compounds; Morpholines; Azoles; Dialkyl ethers; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	351.249	366	6.100	816700122756717080	816699065003454974	816699065003454973	1046	
1	C21H30N2O3	[M + H]+	C21H31N2O3+	Amino acids and Peptides	0.513	Small peptides	0.162	Dipeptides	0.053	Benzenoids	0.635							Benzenoids	0.635	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	359.232	367	6.112	816700121678780381	816699065116701197	816699065112506892	1057	
1	C14H31NO2	[M + H]+	C14H32NO2+	Fatty acids	0.998	Fatty amides	0.773	Sphingoid bases	0.877	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Amines	0.779	Alkanolamines	0.867	1,2-aminoalcohols	0.645	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	246.242	368	6.135	816700125839531624	816699065502577215	816699065502577214	1014	
2	C9H14OSi	[M + H]+	C9H15OSi+	Fatty acids	0.417	Fatty acyls	0.366	Halogenated fatty acids	0.217	Organic oxygen compounds	0.973	Organooxygen compounds	0.938					Organooxygen compounds	0.938	Organic compounds; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	167.088	368	6.138	816700124514131187	816699065594851922	816699065594851921	1015	
1	C20H41N3O	[M + H]+	C20H42N3O+	Terpenoids	0.205	Fatty amides	0.186	N-acyl amines	0.091	Organic acids and derivatives	0.984	Organic carbonic acids and derivatives	0.888	Ureas	0.922			Ureas	0.922	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	340.334	371	6.178	816700126376402761	816699065892647565	816699065892647564	1032	
1	C28H52N10O8	[M + Na]+	C28H52N10NaO8+	Amino acids and Peptides	0.986	Oligopeptides	0.934	Linear peptides	0.852	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.975	Amino acids, peptides, and analogues	0.973	Peptides	0.654	Peptides	0.654	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	679.390	371	6.190	816700253371561935	816699066098168484	816699066098168483	1055	
