formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C11H7Cl8O7PS2	[M + H]+	C11H8Cl8O7PS2+	Polyketides	0.241	Aromatic polyketides	0.063	Simple phenolic acids	0.043	Benzenoids	0.992	Benzene and substituted derivatives	0.956	Benzenesulfonyl compounds	0.673			Benzenesulfonyl compounds	0.673	Organic compounds; Organosulfur compounds; Halobenzenes; Phenols; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Dichlorobenzenes; Chlorophenols; M-chlorophenols; O-chlorophenols; P-chlorophenols; Aryl halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; Phenoxy compounds; Chemical entities	626.691	42	0.693	816699677225063422	816699019805629891	816699019801435586	185	
1	C12H24FO11PS	[M + K]+	C12H24FKO11PS+	Carbohydrates	0.859	Amino acid glycosides	0.260	Cyclitols	0.135	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.970	Monosaccharides	0.958	Hexoses	0.714	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Monothioacetals; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	465.039	44	0.727	816699683919174989	816699019931459018	816699019931459016	226	
1	C5H12N2O4	[M + K]+	C5H12KN2O4+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Alpha amino acids	0.976	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.044	44	0.741	816699691473119319	816699020342500823	816699020342500822	235	
1	C10H19NO7	[M + H]+	C10H20NO7+	Carbohydrates	0.908	Aminosugars and aminoglycosides	0.907	Aminosugars	0.919	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.916	Monosaccharides	0.775	Monosaccharides	0.775	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Polyols; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.122	46	0.770	816699710905337529	816699021835673142	816699021835673141	270	
1	C8H8N6O5	[M + Na]+	C8H8N6NaO5+	Alkaloids	0.500	Small peptides	0.325	Purine alkaloids	0.337	Organic 1,3-dipolar compounds	0.986	Allyl-type 1,3-dipolar organic compounds	0.987	Organic nitro compounds	0.988	C-nitro compounds	0.984	Nitroaromatic compounds	0.975	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Substituted imidazoles; N-substituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	291.047	48	0.802	816699689988334940	816699022791974563	816699022791974562	301	
1	C5H12O11	[M + H]+	C5H13O11+	Carbohydrates	0.926	Saccharides	0.915	Monosaccharides	0.571	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.968	Monosaccharides	0.893	Monosaccharides	0.893	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Sugar alcohols; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	249.042	50	0.826	816699701325543516	816699023014272692	816699023010078387	306	
1	C4H9NO4	[M + H]+	C4H10NO4+	Amino acids and Peptides	0.980	Small peptides	0.973	Aminoacids	0.983	Organic acids and derivatives	0.980	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.828	Amino acids and derivatives	0.828	Alpha amino acids	0.637	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	136.061	51	0.855	816699681981405870	816699023232376513	816699023232376512	287	
1	C10H20N4O7S2	[M + Na]+	C10H20N4NaO7S2+	Carbohydrates	0.793	Nucleosides	0.273	Aminoglycosides	0.267	Organosulfur compounds	0.908	Thioacetals	0.480	Monothioacetals	0.513			Monothioacetals	0.513	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Monothioacetals; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	395.066	52	0.870	816699694866312623	816699023370788559	816699023370788558	317	
1	C17H16O11	[M + H]+	C17H17O11+	Shikimates and Phenylpropanoids	0.895	Flavonoids	0.695	Flavonols	0.626	Phenylpropanoids and polyketides	0.807	Flavonoids	0.633	Hydroxyflavonoids	0.593	5-hydroxyflavonoids	0.679	5-hydroxyflavonoids	0.679	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Carboxylic acids; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	397.076	52	0.872	816699717695917925	816699023609863896	816699023609863895	312	
1	C3H7N5O	[M + Na]+	C3H7N5NaO+	Alkaloids	0.946	Pseudoalkaloids (transamidation)	0.627	Purine alkaloids	0.799	Organoheterocyclic compounds	0.900	Heteroaromatic compounds	0.834					Heteroaromatic compounds	0.834	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.056	53	0.877	816699710880171677	816699023966379750	816699023962185445	315	
1	C10H19N5O3	[M + Na]+	C10H19N5NaO3+	Amino acids and Peptides	0.737	Small peptides	0.887	Aminoacids	0.281	Organic acids and derivatives	0.675	Carboxylic acids and derivatives	0.747	Amino acids, peptides, and analogues	0.587	Amino acids and derivatives	0.585	Amino acids and derivatives	0.585	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.137	54	0.902	816699691242432506	816699024645857017	816699024641662712	325	
1	C10H22N2O5	[M + H]+	C10H23N2O5+	Amino acids and Peptides	0.958	Small peptides	0.954	Aminoacids	0.860	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.965	Amino acids and derivatives	0.965	Amino acids	0.963	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.159	54	0.903	816699700344075946	816699024759103231	816699024754908926	326	
1	C8H8N6O5	[M + Na]+	C8H8N6NaO5+	Alkaloids	0.571	Small peptides	0.318	Purine alkaloids	0.326	Organic 1,3-dipolar compounds	0.992	Allyl-type 1,3-dipolar organic compounds	0.993	Organic nitro compounds	0.994	C-nitro compounds	0.992	Nitroaromatic compounds	0.987	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Substituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	291.047	54	0.908	816699708250342002	816699024910098181	816699024905903876	336	
