formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C14H21NO6	[M + H]+	C14H22NO6+	Alkaloids	0.423	Tyrosine alkaloids	0.518	Phenylethylamines	0.384	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.972	Monosaccharides	0.907	Hexoses	0.645	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Phenethylamines; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Alkanolamines; Aralkylamines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	300.143	58	0.972	816703068535157590	816702777492383943	816702777492383942	317	
2	C8H15N2O9P	[M + K]+	C8H15KN2O9P+	Carbohydrates	0.978	Aminosugars and aminoglycosides	0.511	Aminosugars	0.228	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.957	Amino acids, peptides, and analogues	0.793	Amino acids and derivatives	0.792	Alpha amino acids and derivatives	0.698	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Carboxylic acids; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353.015	59	0.976	816703112839601065	816702777634990289	816702777634990288	313	
2	C15H18O8	[M + H3N + H]+	C15H22NO8+	Shikimates and Phenylpropanoids	0.751	Phloroglucinols	0.383	Acyl phloroglucinols	0.508	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.997	Glycosyl compounds	0.969	Phenolic glycosides	0.886	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	344.133	59	0.982	816703086507754687	816702777702099158	816702777702099157	321	
3	C8H16N2O6S	[M + Na]+	C8H16N2NaO6S+	Amino acids and Peptides	0.893	Small peptides	0.922	Aminoacids	0.721	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.557	Amino acids, peptides, and analogues	0.599	Amino acids and derivatives	0.599	Alpha amino acids	0.803	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291.063	59	0.986	816703048402492125	816702777840511200	816702777836316895	301	
1	C5H4N4O2	[M + H]+	C5H5N4O2+	Alkaloids	0.998	Pseudoalkaloids (transamidation)	0.999	Purine alkaloids	1.000	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.957	Purines and purine derivatives	0.954	Xanthines	0.954	Xanthines	0.954	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	153.040	59	0.991	816703081562669060	816702777899231461	816702777899231460	325	
3	C7H8O9S	[M + Na]+	C7H8NaO9S+	Fatty acids	0.303	Fatty Acids and Conjugates	0.263	Simple phenolic acids	0.214	Organic acids and derivatives	0.998	Organic sulfuric acids and derivatives	0.741	Sulfuric acid esters	0.577			Sulfuric acid esters	0.577	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Sulfuric acid esters; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	290.978	60	1.006	816703101368177100	816702777962146026	816702777962146025	335	
10	C11H9FN2OS	[M + K]+	C11H9FKN2OS+	Alkaloids	0.852	Histidine alkaloids	0.039	Imidazole alkaloids	0.040	Benzenoids	0.999	Phenol ethers	0.944	Anisoles	0.867			Anisoles	0.867	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Alkyl aryl ethers; Anisoles; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Thioethers; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Alkylarylthioethers; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	275.006	61	1.013	816703066433810662	816702778025060591	816702778025060590	339	
6	C8H24O4Si3	[M + H]+	C8H25O4Si3+	Fatty acids	0.978	Fatty acyls	0.896	Fatty alcohols	0.970	Organic oxygen compounds	0.997	Organooxygen compounds	0.984	Alcohols and polyols	0.833	Secondary alcohols	0.544	Secondary alcohols	0.544	Organic compounds; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	269.106	62	1.041	816703057734821672	816702778142501113	816702778142501112	347	
2	C10H13N5O4	[M + H]+	C10H14N5O4+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.994	Purine nucleosides	0.980					Purine nucleosides	0.980	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	268.103	63	1.042	816703070703613358	816702778205415678	816702778205415677	344	
1	C14H15NO9	[M + K]+	C14H15KNO9+	Amino acids and Peptides	0.619	Amino acid glycosides	0.827	Cyanogenic glycosides	0.737	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.935	Sugar acids and derivatives	0.766	O-glucuronides	0.635	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	380.039	64	1.059	816703069441127534	816702778364799245	816702778360604940	349	
1	C10H13N5O5	[M + H]+	C10H14N5O5+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.980	Purine nucleosides	0.952					Purine nucleosides	0.952	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.098	64	1.063	816703088466495110	816702778415130898	816702778415130897	351	
2	C29H33N9O	[M + Na]+	C29H33N9NaO+	Alkaloids	0.875	Pseudoalkaloids (transamidation)	0.119	Pyrrole alkaloids	0.048	Organoheterocyclic compounds	0.990	Diazines	0.608	Pyrimidines and pyrimidine derivatives	0.527	Aminopyrimidines and derivatives	0.524	Aminopyrimidines and derivatives	0.524	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	546.274	66	1.098	816703074465904788	816702778532571420	816702778528377115	359	
15	C22H31NO6S	[M + H]+	C22H32NO6S+	Amino acids and Peptides	0.905	Macrolides	0.745	3-Spirotetramic acids	0.052	Organoheterocyclic compounds	0.921	Lactams	0.532					Lactams	0.532	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Ketones; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	438.196	67	1.114	816703064231800536	816702778599680289	816702778599680288	346	
