formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C9H10O5	[M + Na]+	C9H10NaO5+	Polyketides	0.355	Phenolic acids (C6-C1)	0.425	Simple phenolic acids	0.539	Organic acids and derivatives	0.920	Carboxylic acids and derivatives	0.877	Carboxylic acids	0.749			Carboxylic acids	0.749	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	221.041	45	0.750	816703051636301709	816702774829000738	816702774829000737	213	
1	C17H18Br4N4O5	[M + H]+	C17H19Br4N4O5+	Alkaloids	0.852	Ornithine alkaloids	0.904	Polyamines	0.827	Organic acids and derivatives	0.932	Carboxylic acids and derivatives	0.847	Amino acids, peptides, and analogues	0.516	Amino acids and derivatives	0.518	Amino acids and derivatives	0.518	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alkyl aryl ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Oximes; Carboxylic acid amides; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Organobromides; Secondary carboxylic acid amides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	674.808	49	0.820	816703057210533469	816702775831439454	816702775827245149	253	
1	C8H10P	[M + H]+	C8H11P+	Fatty acids	0.248	Fatty acyls	0.322	Oxygenated hydrocarbons	0.016	Benzenoids	0.959	Benzene and substituted derivatives	0.882					Benzene and substituted derivatives	0.882	Organic compounds; Organophosphorus compounds; Benzene and substituted derivatives; Benzenoids; Phosphacyclic compounds; Hydrocarbon derivatives; Chemical entities	138.059	51	0.846	816703039644782985	816702776376699009	816702776376699008	271	
1	C8H11NO3	[M + H]+	C8H12NO3+	Alkaloids	0.999	Nicotinic acid alkaloids	0.999	Pyridine alkaloids	0.999	Organoheterocyclic compounds	0.999	Pyridines and derivatives	0.984	Pyridoxines	0.918			Pyridoxines	0.918	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pyridoxines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	170.080	54	0.899	816703049157467125	816702776645134480	816702776645134479	282	
1	C3H7N5O	[M + Na]+	C3H7N5NaO+	Alkaloids	0.951	Pseudoalkaloids (transamidation)	0.388	Purine alkaloids	0.580	Organoheterocyclic compounds	0.802	Heteroaromatic compounds	0.625					Heteroaromatic compounds	0.625	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.056	54	0.905	816703040236179959	816702776825489562	816702776825489561	286	
1	C10H19N5O3	[M + Na]+	C10H19N5NaO3+	Amino acids and Peptides	0.924	Small peptides	0.968	Aminoacids	0.592	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.970	Amino acids and derivatives	0.969	Alpha amino acids	0.721	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.138	55	0.910	816703047869815299	816702777014233252	816702777014233251	290	
1	C2H10N6O4	[M + H]+	C2H11N6O4+	Amino acids and Peptides	0.961	Small peptides	0.914	Aminoacids	0.914	Organic acids and derivatives	0.988	Carboxylic acids and derivatives	0.965	Amino acids, peptides, and analogues	0.828	Amino acids and derivatives	0.821	Alpha amino acids	0.666	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	183.085	57	0.948	816703068698735493	816702777177811118	816702777173616813	306	
1	C5H4N4O	[M + H]+	C5H5N4O+	Alkaloids	0.954	Pseudoalkaloids (transamidation)	0.868	Purine alkaloids	0.961	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.935	Purines and purine derivatives	0.923	Purinones	0.887	6-oxopurines	0.768	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.045	58	0.961	816703047056120011	816702777312028856	816702777307834551	314	
1	C9H11NO3	[M + H]+	C9H12NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Tyrosine and derivatives	0.790	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	182.080	58	0.961	816703060993796861	816702777379137725	816702777379137724	315	
1	C14H21NO6	[M + H]+	C14H22NO6+	Alkaloids	0.423	Tyrosine alkaloids	0.518	Phenylethylamines	0.384	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.972	Monosaccharides	0.907	Hexoses	0.645	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Phenethylamines; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Alkanolamines; Aralkylamines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	300.143	58	0.972	816703068535157590	816702777492383943	816702777492383942	317	
1	C9H15ClN2O8	[M + K]+	C9H15ClKN2O8+	Carbohydrates	0.963	Aminosugars and aminoglycosides	0.659	Pyrimidine nucleosides	0.308	Organic oxygen compounds	1.000	Organooxygen compounds	0.987	Carbohydrates and carbohydrate conjugates	0.773	Glycosyl compounds	0.524	Glycosyl compounds	0.524	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Nitrosoureas; Organochlorides; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Nitrosamides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Organic N-nitroso compounds; Chemical entities	353.015	59	0.976	816703112839601064	816702777634990289	816702777634990288	313	
1	C15H21NO8	[M + H]+	C15H22NO8+	Amino acids and Peptides	0.471	Small peptides	0.137	Dipeptides	0.163	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.985	Amino acids and derivatives	0.984	Tyrosine and derivatives	0.859	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; N-acyl-alpha amino acids; Benzenoids; Amines; Phenylpropanoic acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	344.133	59	0.982	816703086507754686	816702777702099158	816702777702099157	321	
1	C7H12F2N2O8	[M + H]+	C7H13F2N2O8+	Carbohydrates	0.988	Aminosugars and aminoglycosides	0.758	Aminosugars	0.489	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.620			Carbohydrates and carbohydrate conjugates	0.620	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291.063	59	0.986	816703048402492123	816702777840511200	816702777836316895	301	
1	C5H4N4O2	[M + H]+	C5H5N4O2+	Alkaloids	0.998	Pseudoalkaloids (transamidation)	0.999	Purine alkaloids	1.000	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.957	Purines and purine derivatives	0.954	Xanthines	0.954	Xanthines	0.954	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	153.040	59	0.991	816703081562669060	816702777899231461	816702777899231460	325	
1	C3H8O14	[M + Na]+	C3H8NaO14+	Fatty acids	0.937	Saccharides	0.750	Fatty alcohols	0.593	Organic oxygen compounds	1.000	Organooxygen compounds	0.998	Carbohydrates and carbohydrate conjugates	0.911	Monosaccharides	0.766	Monosaccharides	0.766	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Sugar alcohols; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	290.978	60	1.006	816703101368177098	816702777962146026	816702777962146025	335	
